mid,poster,description,content,timestamp
4990040380016795,招财小猫酱--,最近状态：思钱想厚,我isfj 变成istj ，主打的就是一个内向理性人[笑cry][笑cry],Sun Jan 14 11:10:00 +0800 2024
4975949106644363,招财小猫酱--,最近状态：思钱想厚,62！！！[允悲]完犊子我一个都不占，智商平平是什么体验。。。[苦涩][苦涩],Wed Dec 06 13:56:18 +0800 2023
4972704843172236,一只快乐小蝴蝶,贪恋逃避一切的短暂快乐,做了29分钟才103。。。第6题就被难住了[允悲],Mon Nov 27 15:04:46 +0800 2023
4993779738609344,新浪汽车,新鲜的汽车资讯； 快速的新车报道； 全面的车型数据； 及时的车型报价； 丰富的汽车活动。,#商用车新能源化有多难# 根据中国汽车工业协会发布数据，2023年商用车产销分别完成403.7万辆和403.1万辆，同比分别增长26.8%和22.1%。销量稳步回升的商用车市场，同时也释放出了电动化新特点。在商用车市场，新能源商用车增长迅速。那么商用车市场变化的内部驱动是什么？一定是用户需求！商用车用户需求已不再是多拉快跑这么简单，诸如维护成本低和省钱、好开舒适、补能快、续航里程等等是如今新能源商用车的核心诉求。举个例子，五菱在商用车领域20年来积累了强大的技术实力，从2003年的五菱之光，到五菱荣光，再到神车五菱宏光，无不是为了满足用户需求的变化。而五菱现在进一步转型做新能源商用车，也是结合用户需求，贴近用户真实用车场景。那么，满足用户需求要靠什么？要靠技术的革新升级，即将发布的五菱红1号电池，据说是专为中国新能源商用车研发，具备充电快、寿命长、体积轻薄及安全性高等等优势，搭载车型值得商用车用户期待一波。,Wed Jan 24 18:48:52 +0800 2024
4979256645386368,在末日狂欢,人嘛，开心就好啦,75。。。你们都考985，我去大街烤红薯[拜拜][拜拜][拜拜],Fri Dec 15 16:59:16 +0800 2023
4994433059914041,陈楚生,工作联系：18801341410 邮箱：466272680@qq.com,#陈楚生棱巡回演唱会# 回首长沙，往事如昨。感谢那些与我共同编织梦想的伙伴们，为我点亮的光芒仍在心头闪烁。2024年想看到更多你们的笑脸。接下来继续和我一起续写我们的故事[心]  ,Fri Jan 26 14:04:55 +0800 2024
4978802827199943,一只快乐小蝴蝶,贪恋逃避一切的短暂快乐,我113！！[挤眼]从不内耗！与其精神内耗自己，不如发疯折磨别人！！[偷笑][偷笑],Thu Dec 14 10:55:58 +0800 2023
4980018803640364,一只快乐小蝴蝶,贪恋逃避一切的短暂快乐,高阶infj 就是越混越好的后期大女主！！[憧憬][憧憬],Sun Dec 17 19:27:50 +0800 2023
4978433777469351,在末日狂欢,人嘛，开心就好啦,73！[裂开]这很难评。。我已经内耗四五年了[苦涩][苦涩],Wed Dec 13 10:29:30 +0800 2023
4958875786937206,高智商鉴定所,智商是天生无法改变的，你知道自己的真实智商吗？,#国际标准智商测试#  智商在120是什么水平？能找什么样的工作？  按照国际上通用的智商标准，智商的测算幅度一般是从46到160，超过130分才算是高智商。世界上大约一半人的智商在90-110之间，25%的人的智商低于这个水平，约5%的人达到125，达到130的人约为1%，而10万人中只有1个人的智商水平可以达到160。看看你的智商在什么水平>>> ,Fri Oct 20 11:13:02 +0800 2023
4985794122744511,新浪证券,新浪证券全方位报道中国证券市场，聚焦制度发展，点评行情走势，围观股市众生百态。主打产品：新浪财经APP。爆料、投稿请发私信或邮件ziben20@sina.cn,【小调查：巨亏50%！#去年排名倒数第一的基金经理离职了#，是否值得同情？】#去年亏50%的基金经理离职了#   ,Tue Jan 02 17:56:53 +0800 2024
4994020171841975,赵一鸣零食,零食怕买贵，就找赵一鸣~,[哇]快乐的一天从拥有龙年暴富桶开始[亲亲]好看又好玩，猫猫都拒绝不了～[举手]想要的宝子举手手！🧧带话题#赵一鸣暴富年货节# 转发📣1.30抽【6】位宝子送暴富桶[心]新年把富抱回家呀#赵一鸣零食[超话]##把富抱回家##把富抱回家# ,Thu Jan 25 10:44:16 +0800 2024
4983230543168165,没头脑哦呦,没有期待的日子反而顺顺利利,笑死！[允悲][允悲]测了两遍依旧是enfp！快乐小狗是不是超多！！！[哇][哇],Tue Dec 26 16:10:07 +0800 2023
4994077042935487,西部数据,数造辉煌，创造更多可能！,在《炉畔》极空间X西部数据特辑中，极空间私有云创始人袁斌和西部数据中国区产品市场总监孙煜探讨了私有云NAS和硬盘技术的未来发展趋势，点击视频，一起看看WD Red™系列是如何赋能家庭和企业数据保护的吧～#WesternDigital##西部数据#,Thu Jan 25 14:30:15 +0800 2024
4993428679299159,-MiaDaily,不知名帅哥美女穿搭爱好者,测了三次都是INFJ，我果然是内耗之神[泪],Tue Jan 23 19:33:53 +0800 2024
4978078199842469,最澳洲MostAus,和我一起认识不一样的澳洲,丛林和草场大火难以预测，会造成灾难性的后果。了解最新天气情况，从而确保亲友安全。请务必在火情危及住所和所在地区之前尽早离开。尽早离开是最安全的选择。了解火灾风险，确保人身安全。 ,Tue Dec 12 10:56:34 +0800 2023
4994130310597938,微博体育,,#朱婷留洋第五季# 一起来看,Thu Jan 25 18:01:55 +0800 2024
4994108761049637,新浪家居生活,家居领域热点资讯账号，分享最新家居行业资讯与热点话题。,【2月9日起 #新加坡免签# 】据央视新闻报道，1月25日，中华人民共和国政府和新加坡共和国政府代表在北京签署《中华人民共和国政府与新加坡共和国政府关于互免持普通护照人员签证协定》。协定将于2024年2月9日（农历除夕）正式生效。届时，双方持普通护照人员可免签入境对方国家从事旅游、探亲、商务等私人事务，停留不超过30日。入境对方国家从事工作、新闻报道等须事先批准的活动以及拟在对方国家停留超过30日的，须在入境对方国家前办妥相应签证。#大生活家# 今年春节你怎么安排的呢？会选择出境游吗？ ,Thu Jan 25 16:36:17 +0800 2024
4994009860673026,天津郁美净集团有限公司,天津郁美净集团有限公司是以生产经营系列化妆品享誉全国，集化妆品研发、彩色印刷、香精香料、设备制造于一体的现代化企业集团，是一个低碳生态绿色…,香香带着5位好朋友来给大家送福气啦[憧憬]#泼天富贵人人接# 把好运都分给大家！@天津郁美净集团有限公司 转发此条微博，1月31日揪1位小福星送出【新春好运超级礼盒】，6款礼盒带回家🎉吃的喝的穿的用的，你想要的年货都准备好啦！@卓诗尼官方微博 @蓝天六必治官博 @倍舒特官方微博 @好想你 @优乐美奶茶！那里也有哦，记得去看看呀！#蓝朋友新春狂欢节#,Thu Jan 25 10:03:18 +0800 2024
4994382514884991,车圈大事件,关注行业动态车圈大事，欢迎与我互粉,#车圈热搜# 新能源汽车依旧是话题热门大户，岚图与华为正签署战略合作，双方将在多领域共同开展创新探索，下一个与华为签约的会是哪家车企呢？特斯拉Cybertruck将在全国8个城市开启巡展，估计很多喜爱特斯拉的小伙伴一定不会错过这次近距离的赏车机会。一同来回顾本周微博汽车热搜话题。 ,Fri Jan 26 10:44:05 +0800 2024
4980696969643980,可爱机智小骆驼,迎财神,订婚了现在[抱一抱]，我俩名字连起来竟然绝配[打call][打call][打call]//@没头脑哦呦:24分[泪][泪]我和他的连在一起。。终究是路人,Tue Dec 19 16:22:37 +0800 2023
4961451007017913,没头脑哦呦,没有期待的日子反而顺顺利利,77分！！[泪][泪]果然高情商的都不是常人。。。,Fri Oct 27 13:46:02 +0800 2023
4965573585276237,没头脑哦呦,没有期待的日子反而顺顺利利,测了三次都是115分[允悲]，这种鉴定智商的题应该是做得出来就做得出来，做不出来永远都做不出来,Tue Nov 07 22:47:41 +0800 2023
4994371418328335,真果粒,真果粒，果真是你！,🚄#春运第1天#一点都不慌，有了这套攻略顺利！顺利！果真一路顺顺利利！和助力抢票的朋友干杯🍻回程路上不枯燥🧃回家即刻没烦恼[嘻嘻]春运三部曲，果真都帮你安排好了呢～速速🐎住不迷路！评论区带#真果粒果真是你#分享你的春运攻略，1月29日随机抽3个果粒宝送真果粒品牌周边哟～#蓝朋友新春狂欢节# ,Fri Jan 26 10:00:00 +0800 2024
4992937623292640,豪士面包,一家专注真材实料好面包的品牌！距离百年老品牌还有72年！（现在关注以后就是老粉啦！,新年就背「豪运包」，豪运包在我身上[酷] 包豪运、包发财、包上岸、包桃花、包平安 满满祝福，全都all in[打call] 五款祝福对应五款金色#豪士面包#，给你拆盲盒的惊喜！带话题#豪运包在我身上#转评分享新年愿望，抽15位豪门子弟送豪士周边豪运包🎊#蓝朋友新春狂欢节# ,Mon Jan 22 11:02:36 +0800 2024
4994363552170322,联想官网,联想官方上班摸鱼账号...,┍大┑开 局 [努力] 就 是 赢┃美┃筑 家 [努力] 就 是 美┃龙┃@联想官网 携@冠珠瓷砖官方微博 给大家送礼啦┕年┙这个过年的快乐由好空间和好设备开启关注@联想官网 和@冠珠瓷砖官方微博，并带话题#生活向美 一块过年#  #蓝朋友新春狂欢节# 转发本条博文，2.1日揪1位粉丝送上「冠珠大美新年礼盒」+联想无线鼠标1份~ ,Fri Jan 26 09:28:44 +0800 2024
4994030815678622,好想你,好想你是唯一红枣上市品牌。自建8000亩四大原料基地，2000多家专卖店遍布全国300个城市。互联网红枣销量第一品牌！独创7维度一对一体验式服务——“淘枣帮”。天猫旗舰店通道：http://haoxiangni.tmall.com,这波年味拿捏了！[打call]#泼天富贵人人接#想仔@好想你 带着5位好朋友给大家送好运啦！！[礼物]转发此条微博，1月31日揪1位小福星送出【新春好运超级礼盒】，6款礼盒带回家，福运枣枣来！吃的喝的穿的用的，你想要的年货都准备好啦！[赢牛奶]@天津郁美净集团有限公司 @卓诗尼官方微博  @倍舒特官方微博 @蓝天六必治官博  @优乐美奶茶！也记得去看看呀！[胖红拽]#蓝朋友新春狂欢节# ,Thu Jan 25 11:26:34 +0800 2024
4994441574351146,DRWU达尔肤,DR.WU肌肤问题精细化解决专家，由亚洲权威皮肤科医师吴英俊于2003年创立。集合皮肤科医师、药剂师和化学家，以医师处方为基础，与临床实证相结合，共同研发高效能的专业护肤品。,#超A上场龙光焕发# [老师爱你]新春将至，达尔肤来给达令们送福利啦~ 关注@DRWU达尔肤，转发+点赞该微博，并点击下方截图你的新年幸运签，分享至评论区，说说你的新年愿望~ 2月8日，达尔肤会从转发抽取5位达令、评论选取5位达令送出价值440元【超A精华限量版新年好运礼盒】 [哇]希望达令们新的一年用超A精华，龙光焕发接好运，纹路一淡，前路灿灿，小脸一亮，蒸蒸日上，又紧又弹，好运加满~#达尔肤超A精华##蓝朋友新春狂欢节#,Fri Jan 26 14:38:45 +0800 2024
4994364258389570,贝氏燕麦,贝氏燕麦，口味多多多！ 早餐燕麦我就吃贝氏！,#蓝朋友新春狂欢节# 今年过节送什么礼？？“燕麦礼！燕麦礼！！燕麦礼！！！”燕麦片含膳食纤维、蛋白质、维生素、矿物质等营养成分，送礼真的满满心意好营养！现在年货节叠加满减才两位数4开头！划算就现在，送礼安排起来贝比们！ ,Fri Jan 26 09:31:33 +0800 2024
4930951668827394,哦吼小闪电oo,每天爱自己多一点，不给渣男留空间,原来我的情商这么低。。。[傻眼],Fri Aug 04 09:52:32 +0800 2023
4919434223557097,没头脑哦呦,没有期待的日子反而顺顺利利,测了三次都是ENFP，真的不要太准了，快乐小修狗的过来集合！贴贴贴贴[开学季],Mon Jul 03 15:06:20 +0800 2023
4993066943385644,新濠天地,新濠天地是澳门综合娱乐度假首选，集刺激丰富的娱乐丶堂皇的酒店住宿丶环球美食丶国际知名品牌於一身，让您一次过尽享琳琅满目的惊喜，投入难忘的澳门之旅。,💞【甜蜜超标！#情人节#的宝藏约会地帮你找好了！】最适合表达爱意的日子——214情人节就快到了！✨️今年过节，约你心中的TA来「新濠天地」品尝浪漫美食，让漫长告白交织在每个三餐四季~⭐️「风雅厨」浪漫情人节大餐#风雅厨#的情人节菜单真的爱了！🤩餐厅厨师们精心烹调烟熏法国鸭肝和法式酥皮牛柳派等精纯本味的现代北欧法馔。相约情人节，感受来自北欧的心动季风吧！⭐️「杜卡斯餐厅」心形甜点 #米其林#二星的#杜卡斯餐厅#甜蜜上新，推出情人节特别款甜品。心形的造型饱含满满心意，让你越吃越心动~💗爱侣们还可以在梦幻的水晶灯柱前拍张纪念大片，定格浪漫浓情时光，见证感情持续升温！⭐️「摩珀斯酒廊」情人节限定甜品相信我，#摩珀斯酒廊#的节日甜品你绝对无法拒绝~🍰法式糕饼师们精心打造一系列精致美味的甜点，点缀你的浪漫时光。红梅荔枝马卡龙颜值爆表，天鹅的创意造型象征着情人真挚的爱，和心爱的TA一起品尝，甜蜜加倍！约定你，来#新濠天地#，领取2024心动“食”光吧！更多详情>>  #澳门##新濠风尚##澳门旅游##澳门美食##濠门美食##吃喝玩乐##澳门美食必打卡##澳门逛吃攻略##情人节##宝藏餐厅推荐##情人节餐厅推荐##法餐##甜品#,Mon Jan 22 19:36:29 +0800 2024
4994429947220139,松下新风中央空调,主要从事松下品牌的全热交换器、除湿机、换气扇、浴霸、干手机、空气净化器、风幕机、送风机、天埋扇、部材等产品的设计、制造和销售。,今天是#春运第1天# [打call]一想到回家，开心！开心！开心！松松也来为快乐值助力啦！[礼物]今天揪3位小伙伴各送出松下美妆镜1份，2月2日开。[羞嗒嗒]大家都抢上回家的票了吗？来评论区和松松聊聊吧~ ​  ​  ​  ,Fri Jan 26 13:52:34 +0800 2024
4986855152684800,心理咨询师培训,,2024年心理咨询师开始报名了，非心理专业需满足2个条件！ ,Fri Jan 05 16:13:02 +0800 2024
4994500009395067,新浪圈子,圈圈只是福利的搬运工，粉丝的好伙伴，不许凶ta，要爱护ta,#大学生兼职两小时连吃五只鸡# 兼职小调查！,Fri Jan 26 18:30:58 +0800 2024
4942627806645008,没头脑哦呦,没有期待的日子反而顺顺利利,本infp表示已愈双向障碍真的好准！！友好但是天生自带距离感[泪][泪],Tue Sep 05 15:09:21 +0800 2023
4964477936076783,没头脑哦呦,没有期待的日子反而顺顺利利,新题库测了两遍都是infp！！蝶门永存！！[可怜][可怜][可怜],Sat Nov 04 22:13:58 +0800 2023
4961104347272205,高智商鉴定所,智商是天生无法改变的，你知道自己的真实智商吗？,#年薪二十万是怎样的水平# 智商跟收入成正比吗？  国际通用标准是：智商140以上，适合做科研工作智商110-140之间，适合做高强度脑力工作智商90-110之间，适合做绝大多数工作智商70-90之间，适合做体力劳动 你的智商水平在多少？ ,Thu Oct 26 14:48:32 +0800 2023
4973798031885537,甘肃公安,甘肃省公安厅官方微博。提示：紧急警情、报警求助请拨打110。,【第三届中欧-榆林经纪合作论坛在西安成功举办】#丝博会上看榆林#在第七届丝博会期间，第三届中欧—榆林经济合作论坛在西安举行，会上，市长张胜利表示，榆林资源优势突出，选择榆林就是选择与机遇同行，真诚欢迎广大企业与榆林资源“珠联璧合”，投资扎根这座充满梦想、机遇和无限可能的城市，为创造新的传奇、演绎更多精彩携手并进。,Thu Nov 30 15:28:42 +0800 2023
4994124300422450,宝藏创意,这是一个被创意环绕的宝藏世界。,#举起生活的轻#有趣又治愈，最懂举重的人，却在聊如何举“轻”。  ,Thu Jan 25 17:38:02 +0800 2024
4973783765226147,陕西城事,新浪陕西城市频道以服务政府、贴近人民、互动民生、关注发展为宗旨，构建“让世界了解陕西 让陕西走向世界”的网络平台，打造政府城市政务发布、民政沟通、政企互动的最佳创新服务平台。更多内容请关注http://sx.sina.com.cn/city/,【第三届中欧-榆林经纪合作论坛在西安成功举办】#丝博会上看榆林#在第七届丝博会期间，第三届中欧—榆林经济合作论坛在西安举行，会上，市长张胜利表示，榆林资源优势突出，选择榆林就是选择与机遇同行，真诚欢迎广大企业与榆林资源“珠联璧合”，投资扎根这座充满梦想、机遇和无限可能的城市，为创造新的传奇、演绎更多精彩携手并进。,Thu Nov 30 14:32:01 +0800 2023
4994123544659022,有个消息,有个消息，你必须知道！,📫：#举起生活的轻#当你被生活压得喘不过气，记得多关注让你轻松一笑的小事！  ,Thu Jan 25 17:35:02 +0800 2024
4973845729513040,新疆察叔,弘扬正能量，传递社会好声音。做有责任、有担当、有自己思想的人。,【第三届中欧-榆林经纪合作论坛在西安成功举办】#丝博会上看榆林#第七届丝博会期间，第三届中欧—榆林经济合作论坛在西安举行。榆林资源优势突出，选择榆林就是选择与机遇同行，与榆林资源“珠联璧合”，投资扎根这座充满梦想、机遇和无限可能的城市，必将创造新的传奇、演绎更多精彩。,Thu Nov 30 18:38:14 +0800 2023
4973798325225582,苍南言,《寜观新闻》自媒体弘扬文化，正能量宣传、热点讨论、国际时讯、如遇到（侵权内容）请及时发私信，删除,【第七届丝博会榆林招商引资推介会暨重点项目签约仪式在西安举行】#丝博会上看榆林#第七届丝博会榆林招商引资推介会暨重点项目签约仪式在西安举行。榆林市成功签约72个项目，引资额达1735.95亿元。 会上，市农业农村局、榆林经开区、榆林高新区分别就现代特色农业产业、园区及重点产业作了推介。,Thu Nov 30 15:29:52 +0800 2023
4973807593064422,成县陈东平,新浪微博社区成员、2016年度惠民公职人员。助农推荐：微博名+8张产品1张自照+140文字产品简介私信@成县陈东平 信息长期有效。,【第七届丝博会榆林招商引资推介会暨重点项目签约仪式在西安举行】#丝博会上看榆林#第七届丝博会榆林招商引资推介会暨重点项目签约仪式在西安举行。榆林市成功签约72个项目，引资额达1735.95亿元。 会上，市农业农村局、榆林经开区、榆林高新区分别就现代特色农业产业、园区及重点产业作了推介。,Thu Nov 30 16:06:42 +0800 2023
